Id,SalePrice,xgb_1,xgb_2,xgb_3,xgb_4,xgb_5,xgb_6,xgb_7,xgb_8,xgb_9,xgb_10,xgb_11,xgb_12,lgb_1,lgb_2,lgb_3,lgb_4,lgb_5,lgb_6,lgb_7,lgb_8,lgb_9,lgb_10,lgb_11,lgb_12,lgb_13,lgb_14,lgb_15,lgb_16,lgb_17,lgb_18,lgb_19,lgb_20,lgb_21,lgb_22,lgb_23,lgb_24,lgb_25,extra_1,ridge_raw,ridge_log,catboost,mlp,super_ensemble
1446,129000.0,120419.921875,117798.4296875,121816.40625,121632.640625,119340.453125,115659.1015625,116255.1640625,113634.40625,118462.7734375,115908.6484375,117983.625,116222.140625,116544.86653201975,118331.04975724925,118329.59146400992,116897.5036254046,116473.63131086118,115440.4024915024,112910.55216384822,117877.81603129,116643.13447662484,114410.32094608592,114079.87862019426,116032.70088213733,117236.102585848,118414.11318129618,121663.07873765354,115571.80916116961,113846.75943978709,114472.70783964956,116924.5809199464,118742.4527621241,113061.723713757,121462.46363285254,114705.41930320777,115480.06044837621,117430.68862716672,125002.09957032657,121837.8984375,121716.765625,120741.46367555659,116602.1413987817,115858.42185588463
809,159950.0,142060.265625,142390.8125,144810.65625,140092.078125,136997.78125,142988.609375,135491.734375,140546.75,137017.4375,137258.515625,137849.15625,142369.234375,141708.12284464945,135815.11362319428,143213.22858864823,144992.09256170754,143740.30102085625,140621.82282923278,144566.77259087187,146480.75763943966,143873.0561971769,144244.34890163966,143598.61356643197,144939.7141197287,139327.5951727623,136751.08023182268,145828.28804527907,143553.62952893114,145606.12878757517,140742.62747691086,142144.76933333988,137297.1560000566,140655.4621458721,143825.45592727204,147111.27916921317,144895.56590910393,145788.99157543326,151731.91073268396,150919.0625,128145.703125,148915.9226579868,133987.1165007854,141737.76475806712
1100,157000.0,175130.0625,170008.671875,174322.0625,177027.390625,164700.25,174174.15625,178583.703125,168155.234375,171903.90625,170336.46875,166653.265625,166503.484375,171514.0346204397,170608.67951892264,170942.9109733555,172386.42257877463,175074.0989797932,173607.8258943688,165736.9644353406,168829.39223993014,175275.25605029077,175413.26325973673,170140.21902239678,169970.65423100218,170775.99817343574,174392.7077813943,171579.84839933654,173179.1751202391,171288.6097490163,173887.51997445765,172996.320357829,172517.73075771832,173453.85109548084,178842.96591646704,173028.15131926548,174590.07719155605,174815.2742261445,185106.40263496683,178144.65625,170544.71875,178705.77905767,168570.24098693457,172383.35638772222
606,205000.0,203110.03125,198223.40625,206745.421875,202391.109375,200052.25,202534.578125,202025.296875,205554.859375,202929.90625,197419.25,198613.359375,197229.5,198204.8502627993,201428.76226390412,198885.47970560324,199288.14443831728,200478.60539375365,200098.4637673145,202099.36324310774,201848.18025197092,203145.1832186266,198662.23388396302,195967.20164082365,202226.49852613595,201354.00154891008,199250.7764434988,205174.6641031949,205932.78057081028,198714.69233333666,196715.1517560572,199947.59144982832,209016.42384927854,198824.92229932646,204416.07959754375,194794.59455767376,203749.73739985615,199218.824995995,193121.55162813375,222501.96875,213471.671875,188598.67887109512,197690.0705318976,203882.53570960552
702,140000.0,141519.921875,145188.71875,140957.15625,139959.875,142457.234375,142289.0,136966.171875,144960.203125,142604.046875,139977.09375,145088.40625,143604.28125,144804.65103529324,145923.39833142995,144227.5320577339,143063.95349891353,141756.81651050758,139552.90364213125,143658.5126843052,141312.7314284418,143784.54130915488,142477.9181835814,145833.96958581268,146335.4084997412,143916.4366246672,143407.57306898836,143754.2330997821,145456.33181209464,143511.72535216706,144654.318646531,141039.08763220737,143415.28371774283,144016.2855394491,145437.55231644076,146227.52259335594,146104.16062431823,145275.6179669116,152020.37252156052,149491.65625,143970.796875,143230.52777793235,140666.82008733446,144470.35241148475
222,200000.0,209772.203125,221951.734375,216141.3125,215184.9375,216901.203125,216047.546875,210922.875,226123.234375,218494.34375,222635.6875,220353.703125,224836.03125,215178.81545460402,211822.60912672672,216035.34004862525,212317.73487064932,214948.83740576834,215303.35851947105,219517.84517062828,215537.53396810318,212334.00741548315,210236.72307151006,216919.3604068583,216940.52934857778,207930.7302042257,207899.61205133513,208112.90477643517,218773.01118033455,213894.33574769835,217758.0230859569,215027.4226328029,207083.49620638744,211921.9787778581,214909.26088357827,214619.87144952232,216204.7567953286,217017.28894517463,228976.33891157823,213324.671875,218249.109375,208357.5377705692,217631.8593722351,218265.84928500568
114,217000.0,203401.75,213127.28125,217107.125,216363.640625,218322.59375,220979.34375,216706.4375,220203.609375,225146.65625,225611.828125,208433.0,202150.421875,218730.55327381563,199451.3287341582,212877.1697795043,205660.54931367357,192582.0410097609,207762.04728694953,208746.15849920313,207939.04337247837,213959.94057666825,204699.46939058485,202686.0450619339,223672.37346095179,195399.91258876456,202560.00972548444,213457.45772966195,212937.60428209987,209522.1053857352,206917.2220455208,223526.30185136356,206829.65867215674,218765.5246550416,233513.6244547474,210742.631392916,212147.81794590747,220428.95239698482,229952.90965628356,224648.625,214647.328125,236648.22722498502,233187.72286726776,217412.74728628463
549,125000.0,130484.3828125,128722.1171875,130888.0703125,129813.390625,117588.4296875,129020.28125,128020.7421875,127449.7421875,129878.3671875,126625.171875,131490.78125,116869.75,125507.22998135696,123140.5413653748,123680.15326649229,127033.00695597296,125220.08525391862,123331.61769718125,126472.23080325841,124389.87198886031,130271.08184972704,124992.23523707697,123558.48208242626,123718.08094066326,128852.88776676128,125596.25799565141,128235.79036796468,125880.86476315685,124798.05453192757,123571.37099771852,126134.96327593314,127696.16351081946,120275.85414048505,119789.57069344637,118545.10440050715,121416.76853549836,123524.76418692085,125818.5601205937,121879.015625,112378.0625,124709.1089720226,112465.20248548203,122921.33394758671
1074,159500.0,145199.65625,143046.859375,148720.546875,147412.546875,148491.671875,153871.28125,150695.515625,150980.640625,151460.75,144344.421875,152043.4375,157272.65625,151403.8387170435,147577.01833075064,147193.4217853068,148481.6556548298,147977.8963920168,148086.87971113223,152030.37163801983,157688.42854161814,150314.84204846053,148413.7218990151,147527.55400605468,153188.35247077423,153254.54003181335,141228.94741500623,146175.62682040842,155021.49988767382,150485.17140556508,147433.212295848,151257.41484539898,141371.58718793353,150842.92379246748,149535.23346210236,155033.0715397962,154097.62351024325,149747.98821246697,155479.26623007606,129101.546875,132800.375,149382.60166177727,145591.6132861269,152964.1959528854
175,184000.0,171614.359375,174733.671875,177008.828125,173349.078125,167236.171875,171094.359375,182509.5,175925.046875,178521.84375,191692.421875,182482.171875,172575.359375,170392.4223195338,177557.8686429797,172709.1702876348,175074.21011174432,169823.12429853194,174867.154388697,175070.03350738814,177870.18496257503,177146.00071313715,170898.9434913602,174070.18095583114,174256.93899629795,172034.95334276513,185166.71766035914,182621.99785446105,169311.56888085636,174706.19567639843,168665.42202878694,168471.57851373416,175140.2401739097,173270.70950868228,167770.89844055177,167419.29118202275,167790.31272608516,169843.47405184322,190823.5304696494,194384.34375,182322.828125,198352.9278655662,187267.7532199546,173367.44843718322
515,96500.0,95011.1953125,88109.9921875,89265.8515625,94860.0859375,95302.2265625,88975.34375,91712.6875,101601.9921875,99872.3828125,99631.6640625,99271.6796875,107317.7890625,95973.85187778523,95304.90417706956,95794.07325180377,96113.99274929267,99351.1320475397,98097.077136232,100489.30759827845,99435.40148142437,95681.42589793459,100116.35856775021,102472.11109976655,104643.60408990463,97091.45962048705,94637.88801366056,94595.93043168378,96222.01556928863,97258.59250797804,101331.11936089335,96096.65606144293,94713.32030619304,105068.85790595374,108210.7406732938,104560.6068450999,102806.30104023367,97448.2384730545,84454.61476190476,96823.1875,89330.5703125,96461.84922664563,84169.44681767072,94048.71602453326
1351,200000.0,165749.515625,177416.46875,179057.28125,174357.140625,176958.859375,170652.75,177720.609375,191940.875,191232.84375,180984.515625,187872.15625,182178.359375,175451.10648638342,169084.340141189,171760.98648740817,174384.11157028162,167371.39839031585,178758.37734342297,172870.5945042447,183055.03521889372,174129.8783359814,172261.77865931738,176445.43432744892,176510.39291533935,172015.57211308347,159430.93217363104,172135.27743128344,177230.877720033,177990.14355277744,173222.67226804528,180846.97811195694,165917.29842392003,176949.243152969,186686.90947619244,168080.1283948897,169733.06093563512,170591.36710514667,170443.75221676705,201059.84375,196308.078125,175254.39958593654,178650.9546426196,177161.47685062303
1146,149000.0,131454.625,129037.875,125205.125,131830.890625,135775.015625,125975.8671875,126744.4609375,127130.1953125,129796.21875,131933.8125,134053.03125,133355.59375,126098.38669413983,124774.41365045846,125613.63030029502,124960.41064989801,127610.09056239271,124884.05309725148,127611.51801956363,123751.8768907358,122714.71129114374,126604.8952221069,126542.20534584408,125997.31983341872,123475.33871062551,130015.76336284507,127366.34252845762,126775.06264369618,126053.2870580357,123917.69905841886,124277.6760414029,132240.24292776498,126957.84247582534,134140.12626822104,133651.13166305737,129430.68150625439,129624.06113105085,135304.6295696005,130237.15625,126526.8359375,131836.12337711663,120763.67339145215,125739.76764430603
966,178900.0,167486.4375,171948.234375,172522.96875,173159.5625,171654.125,171453.875,174452.28125,166790.96875,168449.421875,167707.125,165002.765625,164517.609375,169009.37937894434,169405.11128025738,170735.99268988194,169843.76101947276,166863.60822516284,169251.02277525555,169204.6429463283,169953.1199774915,171478.47144640112,170197.07640931668,169331.20335339656,173369.3236226586,169208.81797493505,169386.81287027485,170762.54119926892,172469.47155556947,169491.47700314337,170573.37012506663,168654.77948421825,174350.80592220963,166655.7024724824,166798.2616516468,167491.63465467814,168674.98830015078,169532.62503463397,173215.3643336032,180454.109375,175782.8125,174196.97492207075,181540.98505612492,174185.71689760688
937,184900.0,180128.59375,184186.171875,184355.234375,183995.859375,182822.03125,185063.71875,182731.375,180599.671875,179006.046875,179235.65625,177537.375,187239.234375,180968.1819579815,184740.1330344687,176404.13486228295,180606.6788142216,176921.4762158619,178624.38315561623,180501.10199160973,183452.5960714749,182037.8216973449,175870.90142349878,174757.61950292296,181488.71017285934,177130.79121693413,180946.07362164778,180374.97191357278,176242.99913625605,176632.0486859682,178155.16560350085,178473.83671943954,184297.22851395112,178980.78317223638,179404.73681392331,174288.58891424988,171653.68557898595,180321.8825865272,187765.64755259294,189289.703125,181057.765625,186434.36599864296,191210.87942054513,179261.56087914505
286,164700.0,164685.640625,160882.953125,162960.984375,163699.765625,166525.25,163548.71875,163601.453125,174046.703125,168295.828125,165674.828125,167763.21875,170910.78125,165678.92384593704,168136.42658902938,167434.362308668,166758.4736446088,167822.55005512355,167812.48301558843,170632.38729146722,168876.899085521,167510.6327144461,166104.61248736084,166758.1641854076,169225.1495871705,164513.17014079102,164984.4839078106,161553.74302512532,170737.19029333667,167645.7471569793,169054.99721840495,166614.26994020375,161056.3119635725,170679.69201395847,165531.44840616392,171464.26480950377,170240.826266878,166960.83533044832,163145.5020238095,176654.53125,172876.078125,166063.1666366454,157974.30624295515,168031.53026527766
1311,335000.0,314055.03125,296513.84375,296406.40625,301726.34375,313073.59375,298129.5,289819.71875,298582.46875,278587.59375,276007.96875,299904.53125,323830.28125,302589.58971733623,296052.81070180703,300514.2669962313,308031.5216067307,308522.4173125603,299823.67210482754,306181.49917213776,292187.9769583474,305892.90601732675,308330.74895093724,297349.96989432746,312346.7305348594,315310.61766020604,305373.9311666407,303694.03123713087,312432.61270208546,314481.0709531162,306177.9520555406,301131.958462703,308944.86712916003,310269.5001383718,304551.0553769015,304850.1766911295,297236.61119752727,303743.60649117926,260875.9457142857,276439.6875,304128.78125,284598.80938610784,281088.2998613301,304921.11657433974
343,87500.0,78072.921875,79325.4765625,81817.3515625,76930.4765625,80179.6875,81061.8828125,86958.1484375,84380.3828125,76389.7421875,72113.9453125,77927.453125,87785.53125,81342.45039751592,80205.86316811231,78831.9172022348,78177.21276189707,77739.57583747694,80753.37413536076,79913.19008203587,81125.37669572508,77294.14600479548,78751.65612056617,79868.6365509515,81141.49538106388,79655.55445356804,78643.69825588893,80819.07671972504,79716.17010179881,78988.61233540045,81364.5452989413,81054.61295584019,72429.88385380781,85998.1007208831,80360.22780555446,84921.667529517,85664.69300154773,80290.42870321043,93430.45341991342,61198.390625,81347.7265625,89430.50109046265,80750.64847356477,80339.221224735
1166,233170.0,230488.46875,227827.953125,225651.984375,230950.546875,230110.265625,230805.65625,232421.203125,231785.109375,238290.484375,240460.328125,243444.5,236677.46875,233884.32279436215,233719.99710139987,228286.7941962052,229721.60793761007,228551.35102806392,230023.76323808255,232244.83962299352,229888.17582402134,232660.7290874344,232661.1846033136,235628.65374443398,232422.93372469902,231472.48932068198,233180.15545111886,230969.74038726353,227791.1511023878,228235.01399295806,229458.8746475105,227180.26158573112,225985.59912228634,228219.19124248382,241404.1525335772,227561.7934519503,234969.97678153246,227978.09559654217,219210.75390865645,232261.765625,219994.84375,224464.38761841564,223474.63426829063,227171.96238641237
32,149350.0,139854.46875,140712.171875,140419.390625,135396.796875,135088.53125,138242.375,135995.828125,142026.984375,142603.3125,136911.890625,135403.34375,141201.875,135597.91631954975,135956.50212268316,145620.03106947074,141450.4182689034,141842.1703699413,141152.57310785344,135578.50737411322,140812.68335793255,142344.09646806895,143984.18894264143,143322.84891931395,136553.5193426541,141961.42745725907,135823.74916828345,140268.91166621237,143444.3364016926,141076.85603334577,141143.03971956996,144677.90959681157,139205.98408779912,138509.97328542673,139210.297646124,144706.55972044467,136157.20867806915,146443.88441749432,141477.14107728362,139356.15625,140887.265625,135119.6859503269,133954.4596552583,141053.670429634
874,133000.0,131482.71875,128703.953125,126387.8984375,128575.5,132067.84375,127840.421875,131798.078125,136466.65625,133409.875,135609.171875,135288.046875,134525.6875,131046.22509005143,130237.88862984962,132360.69208166012,130548.53035340774,132794.6017627411,131587.9388615563,130120.66162600914,127219.07466885047,129597.21560010662,131647.01589751098,134054.20969017854,130814.25955598615,132545.1667479094,131741.5898824872,129082.3763120305,124962.34942549972,130941.54710061205,133105.51918093258,126709.75313522553,133704.74417099432,130358.89873511202,129064.52084396857,128726.97502597564,127576.27702357608,131137.07038085003,138206.9114271622,129613.8203125,135811.53125,133220.51033563918,126788.14123818639,125578.31445188116
211,98000.0,86912.546875,91030.5625,94153.828125,87299.328125,85987.265625,92236.34375,93757.6015625,86998.609375,88583.3671875,87545.9375,86352.8671875,88017.671875,88553.06328483572,85961.939481345,89706.19780272266,89424.07788910913,90933.51299824026,89520.59811369948,85587.36775850503,88514.74655837889,91292.6805818793,91783.6085824091,90295.01748938172,89902.56663379741,87920.50023497375,83457.90473681931,90879.03142534012,90945.61581102257,89901.63946582696,86289.51327984684,90050.70388029578,87160.00525342145,87549.69430364665,89821.00641126889,91146.8326930597,92701.63969850434,92773.64903063784,90827.52982522652,90585.921875,87804.65625,92466.35449480209,81021.11610785247,89015.38880268365
925,207500.0,184762.515625,188275.0,187712.03125,184152.796875,178613.671875,185001.421875,187427.796875,185677.109375,183455.84375,185690.921875,175625.671875,186537.71875,187400.59976549546,189005.63641144623,190441.33534549695,185409.94558462713,186086.71935131212,189093.32819419267,190995.92113985904,191261.96396769636,185721.03708139303,184680.8630927934,185573.53146905912,185756.73755983193,198125.0156738088,187913.5905881998,192190.04681895516,188125.5874834987,196353.9304394412,182084.6510485989,191499.78525921266,192685.8962836746,196280.36460635083,188663.601682392,200707.05057762327,196583.01073375047,189466.0258337425,183426.26873066087,190388.4375,198717.984375,205014.37922960293,186099.27787624064,188343.3086887002
406,150000.0,160432.65625,159066.234375,154612.796875,150514.390625,149670.578125,152139.96875,147273.578125,153959.609375,157223.3125,158385.84375,158097.828125,157834.328125,165651.60209710567,165591.5655205113,160673.92909831303,159533.8715626953,159183.48188009122,160832.23288842276,160566.52446118905,165730.7905930698,159344.938933702,163635.16281921175,161467.61668200637,166972.61945347406,160054.7452897183,154020.15823531,156668.71413058377,157818.0434289358,159439.49531797445,160721.13562905727,157759.47346463223,158572.41523680577,163086.45733369986,161169.48737636756,168818.91598335432,163602.87841582907,155397.92157495534,167066.32462897783,151651.4375,146839.515625,151230.05269741596,160948.7674347931,158611.19610244365
771,134900.0,128977.5859375,132317.578125,132445.21875,134135.46875,129808.5625,129390.6796875,130604.1484375,127566.546875,130856.65625,129118.796875,131062.8359375,124204.90625,126202.61114964056,127065.13633702218,126659.09552953903,127187.74021235667,126756.16423867123,125645.62959952875,124255.97561168738,124621.28095591681,127837.12448719854,129287.00571260194,125597.81972629603,122266.37061404018,127952.06633717351,126901.94528812787,125557.38246153302,125711.8868106626,130367.40522840663,128500.77444894768,127279.22816873703,128084.86100139043,133170.22451665194,127584.11915991564,126403.49849583849,129858.4303468226,126300.16798346699,135804.57596410235,140918.96875,132151.75,126511.88045790016,131457.26567913248,127082.13929913272
382,187750.0,203173.1875,201012.296875,201379.359375,203475.671875,201911.46875,201929.953125,202421.421875,202071.59375,203405.109375,204744.171875,209099.125,202459.390625,202545.98996498532,204166.83866232637,206002.9834376428,204851.80350002,201514.45915757134,202414.13303784115,201831.541056547,200984.96265987877,204216.01703103472,204054.93397403168,200052.98389407748,200108.99058398753,200211.86700670017,205494.237064268,200462.51570219288,205065.39829665894,202101.34140307023,198619.22074135288,202591.07212770503,203566.0670691401,204167.02889172797,206844.58884348505,200080.41123197848,201186.38683819256,203613.47568164245,193761.67229550387,206090.9375,210688.25,202880.7752935314,203254.67405497382,204490.683158112
890,149500.0,152588.09375,147435.328125,151013.75,147676.796875,143655.078125,155734.375,152487.71875,136877.171875,137839.8125,143409.40625,147950.875,141055.703125,158148.47732607927,160088.98054793716,149414.99486916064,153418.09817749748,161863.92623531056,154916.29933135308,152295.89115589313,156755.3363420368,155955.3047626921,154875.6690027324,154357.86793341726,162417.82293689955,152605.9357905331,160321.34672869128,157019.35291969986,149829.67329137656,154519.69710373343,153098.1740844977,155141.6181293422,152689.94153545843,157528.02832478815,155330.29148730822,161150.44110336702,155137.5793371269,156681.20751756587,165404.10062644933,169729.5625,160230.359375,159422.09428289274,155027.39650504396,151274.62412533138
1201,116050.0,105719.5859375,107483.3125,110383.1640625,104468.0703125,104001.15625,104716.4453125,102725.5078125,105393.328125,103366.3671875,102218.0546875,102831.6328125,108292.8671875,106103.83215880334,106861.3619454173,102741.5148068501,107135.40660400783,109299.22658547104,107659.37546891086,109635.4171126521,109426.09811237833,106534.29103977713,106955.72189755528,107143.12057339857,106140.30772900369,105908.55391482988,102732.9788597969,102485.61836567103,106722.20864472075,108470.72328717739,104209.62103387807,106351.81911120885,105730.56282376692,104659.23981954332,106410.23739313708,108072.23849133127,105913.57175916698,106556.40084613884,110749.76659162268,91464.578125,104527.0703125,107042.80287382669,105560.59019943292,106453.91898139744
189,153337.0,143771.4375,143623.984375,144591.09375,139909.96875,147655.671875,147820.53125,137825.078125,142019.96875,147173.03125,146613.3125,143554.203125,136608.84375,146384.73026912348,142941.86899544604,148080.0359135426,146636.81473313158,146979.99837678397,151276.36238712113,147449.29725969836,150516.8097740587,151258.87920227734,149773.0680364469,147800.84767237786,147240.4374040111,142190.32715594763,143168.57079058493,145312.93404822343,144860.8822114261,153900.42804082503,151004.294714582,151837.0727748264,144090.30823680415,147332.5857484838,147463.9302691037,148189.5257053484,155177.29580266398,151551.7554680774,152284.59693877547,131305.859375,144578.953125,155769.54078605358,151208.1823050236,146781.48511189103
894,165000.0,145396.0,156564.140625,151864.984375,154406.9375,154016.46875,151167.640625,150749.84375,143986.3125,146296.46875,143980.921875,137131.1875,143310.609375,144016.6634156968,142215.11469310557,142498.0333995927,142439.60157863138,135821.11064305258,140824.6015926653,143725.78345169,145418.77615827933,146834.98800905255,143995.6143074913,133690.76383343566,136961.92437898557,143030.50953483258,145408.57492702917,142171.93130899628,144689.5079874007,143633.05991269075,141295.32271840048,148713.32780509375,143921.03684368695,150779.65129200267,144969.0115479239,144777.49429117108,146675.38796668156,142519.66778944098,160620.3637719298,145900.4375,145499.203125,159364.90536916084,160832.67034757556,148306.7302399554
1328,130500.0,127764.125,124784.8125,126506.8046875,128337.109375,131215.765625,128824.296875,132621.421875,132463.96875,133165.828125,127871.7578125,124853.9140625,131619.5625,129230.93902773864,127962.1244262099,129196.4489770918,129790.70879986053,129148.90814852813,131002.42189247273,124276.03338358625,129080.34381878909,128358.38979054788,129331.3544825363,130021.36688532525,132450.0865409191,132250.63119829167,128884.40266754161,130637.749998279,125731.7341196153,131550.1814094416,129152.31918490693,130469.43933998534,131546.95656121205,127390.44135475595,131784.62852812072,127041.93632018221,126197.2431917954,127700.30026330834,133620.77255076388,142766.171875,138912.953125,137320.18087838718,142401.41022405433,129342.2328016706
