Id,SalePrice,repeated_lgb_16,repeated_lgb_23,repeated_lgb_24,repeated_xgb_1,repeated_mlp,catboost,blend
84,126500.0,130118.70833241768,128557.8748545102,127884.04450585399,129922.8046875,121242.28487783117,117477.3302534165,126585.75097774371
1275,139000.0,126689.14954149263,128495.40078275412,126487.68135939277,130925.142578125,147650.50024859863,138120.00306417074,131718.5511244046
49,113000.0,98825.21997528075,101187.57414369634,101352.02837431978,99697.90625,91039.41139498261,95074.9048649965,97046.24928199343
156,79000.0,78049.93034668647,77814.37349291734,76548.58691637906,80382.14453125,64330.10250637484,86637.77729719944,77648.586105522
974,182000.0,221849.7542037824,215964.39734922966,217348.3481575963,209390.23046875,206052.10015693997,197679.5294879315,215261.29176941895
1111,188000.0,186129.34449533877,184535.59499131882,182621.12212815526,185288.44921875,180511.1144253914,186802.51020326675,185453.51205111158
951,129000.0,128012.64608455375,130484.10601344865,131840.0006543831,133221.2265625,136339.92955767026,137233.98502100565,130852.52786914601
1031,160000.0,134974.59893480118,134179.02749775362,134708.5083021194,134259.568359375,137306.00079385864,123933.15844721012,133319.20763413457
1436,174000.0,169971.75638853994,165804.16218259936,161289.14240428185,166642.6015625,169397.5128510067,176921.0587815373,171140.3149505618
1197,219210.0,222039.99677656768,223057.96862084794,221065.9579712454,222704.8984375,224481.82621206244,228351.93479449145,223521.72418708392
1443,310000.0,329390.27076305525,333012.4742509873,334093.79690325796,327289.5078125,350739.91599068476,312324.284139271,329348.8544273913
482,374000.0,346986.41874698247,356469.97983387474,352461.84021021705,349265.1796875,362065.3888025233,326775.2039908902,345489.7866438454
180,100000.0,116362.72610628518,115762.95120253027,115133.12984193955,119948.853515625,103810.1182331992,115334.62456556964,114397.26869420506
860,250000.0,238690.1365752911,239421.34615253267,237225.38035893557,239610.62890625,233797.47595288427,233350.2873445154,237035.6259935889
1214,145000.0,123256.24600237973,124769.61185689287,127846.14724406903,125765.990234375,134930.2934804482,122870.6604192455,124842.79558746322
584,325000.0,296784.993378416,308658.63296670106,293101.8718765376,298058.0703125,319573.97886844433,313434.89452036086,303012.4171555099
478,380000.0,364183.32412050513,357048.03625844023,355657.19644244574,358472.4609375,394648.02831750165,399781.1027161791,374907.7785321648
1406,275000.0,293544.31027525495,293046.8209459804,297996.9534330142,296547.7421875,303136.44260293746,287342.98992391024,293789.43957064394
1147,180000.0,173949.3763401034,176195.03256140984,174307.2406940211,176677.65234375,169843.13846652725,181111.44245210785,174655.20966674996
1167,245350.0,255896.77374058575,258281.2701403906,260288.2883126411,255748.8984375,237956.02091567894,255831.02782451443,253340.138650184
347,151500.0,136025.49693617813,136448.50130900633,138130.25573698003,136316.9921875,183434.07434956165,139918.86353433348,143450.49719469028
1215,134500.0,130641.5337831245,129689.12535678806,128328.71435890615,129738.98828125,136445.6691241585,124019.93343590832,130273.75577899342
1138,94000.0,90464.68721067326,92895.35579480245,90817.3793727386,89276.2890625,80261.35055234446,90181.9562464687,88966.53677904606
1366,216000.0,206684.5522533352,206514.8689467374,206813.46385864317,203241.59765625,212672.9946617034,200030.5708704777,206337.09274604957
655,350000.0,404396.0193003377,393217.5636566453,385616.76453371986,382689.9296875,368821.89389169286,374897.9250045398,394044.00459642644
989,195000.0,198938.09527061024,197520.66921310523,195762.29740140453,197413.15625,191047.05430576362,191487.1710291406,196478.54736445734
244,120000.0,139250.4035916209,136935.7262583244,135495.7944990213,136231.51171875,137870.6602519123,138661.59212440602,138948.7806645754
1343,228500.0,249443.23797045977,254562.80310947527,251243.110710314,257288.2890625,250474.10245706153,258734.89339600044,251260.8062690929
1058,248000.0,227163.59402571345,225776.13764872006,224012.65453429797,226445.66796875,226990.93530002248,219655.6940509185,225788.61273210205
1419,124000.0,134202.32727927223,132206.49451379385,135520.1760531526,132106.923828125,135468.9652011447,125195.88020235627,132761.9506978044
1024,191000.0,189531.62789991556,188168.42729408067,190346.74168378097,189742.73828125,185466.50606310085,184178.40322635797,187992.09377073043
811,181000.0,168277.05168255878,168399.76050095304,168069.7379667953,167593.98828125,212615.2045173907,199119.9965408503,180114.10751785222
1385,105000.0,109963.76660764396,110536.58337245448,110144.25847565764,111759.568359375,96735.84718873046,108159.50881579578,107762.90769291666
627,139900.0,128227.31516567887,124915.82614059109,128083.90871525343,119849.62890625,129343.16577846873,134081.23343001993,129438.57216684823
814,157900.0,152016.0652811857,154349.30234878737,151632.8764118517,148385.44921875,157450.34138510068,150963.36235709506,152597.53513573582
840,130500.0,124205.68738655662,123697.43596128105,122711.39722064,122774.92578125,123563.96469741921,121960.30892110502,123710.7725888365
371,172400.0,176004.04544444135,177557.80973114868,178122.81118454156,176647.6328125,181410.42954504272,178853.00606307975,177283.37431077147
55,130000.0,114137.63498025475,115263.22106757347,117361.0022175602,113519.9765625,127005.66885506448,122188.71584011723,117411.09897946642
535,178000.0,190218.62072198634,196356.54944681804,193523.40899709158,194331.6015625,182684.91577766964,200911.67438829743,191073.4240977324
786,161500.0,161659.22052012442,162420.4428800361,165672.28971216833,158538.015625,161769.0757052173,148488.06775552034,159305.6295965946
313,119900.0,137223.5003492022,132095.84316605338,134197.1143176469,136406.70703125,134101.74382503744,134410.47175224713,136274.69815632273
1175,239000.0,219308.71024405738,226166.58205362898,223518.9000669232,213270.40234375,223447.68412623997,221212.7877074648,220238.3013671222
110,190000.0,190810.99878519337,187928.05284493,187887.7118971755,183133.5625,200368.2368248556,201079.60901124997,194013.72257093084
431,85400.0,97794.34190072899,97764.262791391,96438.47661406265,93809.73046875,92567.64469771826,97140.35530994552,96935.32374555076
101,205000.0,212627.4005517294,209966.98777160086,215566.62754667457,213970.7265625,208631.5090088314,228061.61395435617,214836.84615677857
514,134000.0,145273.9950477521,144612.46019829676,145628.07127505515,145156.3125,141173.19203203465,137747.51698274133,143338.4837415137
1191,168000.0,177728.91904263667,180278.0338990428,174462.3560086243,174835.3828125,177245.00476987433,174973.92284153128,177164.72064118905
267,185000.0,195746.64861354788,196547.7796243457,195157.28330461378,195454.4453125,183183.79312892823,188781.24620279003,192711.76011288268
1291,180500.0,170932.99469201287,167126.29125050374,166472.16435629257,170798.83203125,160326.9384324266,159336.60879656384,167342.66623335186
297,152000.0,138875.67012949142,136705.18516280554,133838.1058619085,139646.8203125,133496.33920819018,135086.1690980764,137430.99804449134
507,215000.0,216931.86365429242,217296.5678012337,217321.9071563084,221362.18359375,223803.1812348109,226535.17197509485,219633.93081981404
902,153000.0,148716.12948944248,147407.95674718914,148650.36520224542,147471.6640625,142640.53096140033,141210.50319952032,146504.25372717963
810,106000.0,114834.32301920507,116155.43261410118,116284.41258462387,119533.0390625,118967.21486835298,117289.94301703922,115862.26066151311
378,340000.0,303639.9123216353,301986.72488395154,295554.3768611189,297062.5703125,285615.20348384645,306175.78754383075,301539.3374982441
287,159000.0,184108.42660998658,182900.07295647985,182470.0457576508,184604.4296875,190065.3156848544,183811.7356707994,184900.0149445457
1401,120000.0,116099.33341191715,117611.11594986441,118124.27347323255,121230.3359375,121332.29494575484,126881.06151855734,118780.97705400188
1049,115000.0,134601.96515716877,127651.5452166189,132870.15367631003,139425.84765625,138048.46545719082,149705.1248226308,137807.5294366446
127,128000.0,135733.65092722644,137526.5761062275,133152.29323943495,137515.83203125,138874.970296347,136466.59670585205,136311.07118401123
619,314813.0,312004.6034647556,307327.1533127137,312193.11162869434,317371.28125,334097.2359738217,292753.3605176784,311675.50126705726
293,131000.0,141137.81104772392,140150.66583489854,141160.65995935773,137191.0,142087.57476560635,147190.83723920165,142361.32414997855
528,446261.0,448413.7046934655,438722.11567067413,420611.15783177153,472165.4609375,399687.83147051255,429121.3576629,438031.9464748724
1256,127500.0,131109.21756689314,129392.44182620183,130329.46037384152,130037.853515625,131642.68524455308,126552.97897015738,130365.32972185196
483,155000.0,170398.70731373897,175535.7262337264,173368.30250866307,176688.890625,207793.51323950326,174482.03792303652,176437.4724910857
356,177500.0,177319.26382137026,176772.28366700144,171678.55480548274,175283.03515625,179293.10401169397,176263.25158832883,177409.29231972984
171,128500.0,118508.07994006595,117294.71293646265,118755.51697829807,121757.521484375,116906.58771934573,121222.34280756708,118769.14657431091
1196,176000.0,165019.6226755093,164127.31204974794,166645.42840106634,165222.01953125,166362.34724711493,161207.3007566952,164524.3367094493
662,402000.0,384962.857830619,393900.9746950603,396882.58062100346,407545.1171875,373474.4204865716,373608.6916531501,381290.93738147814
1235,130000.0,130649.13975677197,121887.60301262558,124215.53829033028,122786.78125,119085.55245337206,123465.9799264067,127716.82329437316
210,145000.0,154755.24425722036,151651.4761549874,153007.61505259312,148512.72265625,150766.58832199665,145399.4097738994,152506.5832850609
486,147000.0,139407.6236439047,139537.2042131575,140276.10588091097,138818.58984375,142172.57625525937,146189.83712015775,141019.7757488252
141,115000.0,98913.99868195197,100238.72696529047,101857.68833989231,99575.2734375,87449.75894154515,103073.60605276906,98036.06498743579
1190,189000.0,198890.31692541705,198005.55570935895,200477.35099052716,197113.3671875,190086.714972717,197343.50661072173,197363.33464072022
944,143000.0,133450.77631539406,131127.10658001513,130835.12866746004,137704.94921875,128651.68595187552,146475.6908069458,135112.9171721989
622,240000.0,255899.7502867726,254704.78391663107,255449.53105087797,256408.84765625,251092.70353206925,252106.8481180588,254535.64215909704
1158,230000.0,205624.80667093428,206590.04846455503,206982.3943678551,207540.12890625,196752.96015000765,201958.1854599712,203706.8412684773
1323,190000.0,213087.4055298037,214913.18989952857,216357.80620832476,218162.87890625,226322.97129736294,220739.9777618289,216341.32003975037
705,213000.0,220060.02560272638,218546.18586653817,216254.04852513858,211894.3125,217676.98487098538,205236.74205266332,217055.65089399065
1324,82500.0,64049.9138292568,63713.51835396017,62914.54804574302,71268.697265625,78721.99957284809,85106.6697854871,69918.68175779551
200,274900.0,301487.22526520025,303662.2008908252,298890.5226762291,303025.515625,297795.0399707361,306661.7528982203,301894.27961490676
494,155000.0,144714.10256680165,143328.54750019888,142967.95111443463,147354.90625,142209.58787215315,134807.03323968116,142576.80596859756
665,423000.0,342766.864074542,365416.7151536142,361728.5309350163,378246.7578125,394710.47213892115,393174.3831993517,359201.91292269813
1340,128500.0,124954.89218223965,127463.91079321894,126548.13923859887,124935.615234375,131045.57126985858,132770.58885841898,127224.68124794171
1059,335000.0,347541.3450983836,343797.9879282109,346014.99526187027,348245.3828125,351525.3893975875,346216.354439729,347868.12857889594
1188,262000.0,287054.7960898597,284554.8808425052,279765.9853678456,291159.28125,255605.43927963782,275571.9936376989,280528.37722501444
11,129500.0,123107.34376911283,122975.19808106912,123964.11150225298,127379.78125,129452.15916021395,121808.80633672072,123773.74950518698
148,222500.0,214064.06343761372,213518.8052849818,213672.05653814872,214488.7578125,219925.03713366398,214061.2205465877,214894.9028306516
765,270000.0,256217.47631954736,259479.1268588289,256878.20600923,255461.25390625,247087.81369655154,239509.9899093859,251917.20319740707
283,207500.0,219464.1378499533,221286.7302914383,223186.25305871802,214790.26171875,203440.68893213308,214729.72514362377,216339.6822621748
299,175000.0,178543.52587997608,177037.32930610806,174694.53789823316,174028.84765625,182484.2334691334,165533.24897321544,176762.26052905212
919,238000.0,260057.96158492105,260872.08211444088,259016.19651881873,275729.671875,254842.9504620754,258551.79872293843,259047.31504454042
292,135900.0,128475.6160851682,129646.09918123383,131484.0892222093,126121.0234375,131919.3357565345,131049.8730108442,129427.13791629273
820,224000.0,215234.11591083556,217751.01085887617,216895.4162181065,217705.28515625,215593.33598648338,231871.2512625455,218277.68973100916
574,170000.0,167432.33196625902,166831.40104116205,166624.0759030427,167554.1484375,170695.0074095878,167864.1049810541,167972.79226407091
1455,185000.0,191605.49439205133,188272.73543090269,189634.4602403816,186073.48046875,200633.15108033217,185804.0997330308,191842.4925549391
550,263000.0,226437.34892006067,223382.12083998593,225288.05807420626,222955.375,244893.22277875105,225368.0129732549,228862.87753123423
463,62383.0,121491.28263838284,120755.23841887256,121766.19847381835,122491.08984375,122217.57354623728,117544.62094089737,120884.3940471117
130,150000.0,140671.03482565668,142172.95939109626,141689.73428824107,142086.10546875,138188.4076154179,147903.13899211283,141619.76762928977
846,171000.0,174972.5649678168,175423.96701006658,174607.06763657177,182617.5078125,171272.09136738104,188482.4507703089,176877.77396233223
332,139000.0,135734.10066565574,137766.5762676728,137096.3510013081,137797.78515625,134495.6266687022,134439.902329283,135325.63399239918
324,126175.0,131139.96208502288,130930.3744481852,130881.48208914939,132123.7734375,130131.68309078352,123659.39725047158,129651.3690331996
651,205950.0,208935.99753760337,209842.9435873815,210211.5622729882,200905.9765625,198642.81907474325,198359.4006010788,205573.48476774283
440,110000.0,117767.93872254649,118058.26473350136,117135.33502979926,118879.265625,128642.85796972591,139040.6220034344,123136.93708429407
799,485000.0,444583.5612836625,443740.7614789306,442852.9187278716,440729.421875,416980.8191361757,399581.20837413473,432573.40579220926
136,174000.0,179488.9543618017,178871.903760591,178363.835065643,182349.9140625,182664.09729283286,171428.29566782905,178489.41454643128
1453,145000.0,137760.33368358316,134157.8483374192,138823.00565488904,130026.59765625,132996.21877515607,129751.97361351132,135644.05582105933
763,215200.0,212763.98713732394,212304.7964965409,213782.62919627724,210773.64453125,206725.26467379995,200220.26809576785,209651.11044829595
933,320000.0,297079.03374607547,299288.4366592242,294328.7092973112,309886.1171875,310929.6990454015,309922.81069908175,301353.96992441226
436,212000.0,213686.01242168408,207770.2513878785,209649.209982142,210004.8984375,224793.81478642876,214908.27448314824,215481.45596723718
630,168500.0,157853.01810873867,158616.41026440955,157580.95048622758,159891.09765625,157420.20051278442,156469.80243453247,157542.81782141782
1211,189000.0,196996.38015378104,193559.06126404426,197578.55023693855,198459.89453125,199258.6054118981,197960.44822727557,197490.67850206658
1119,140000.0,136937.90849911602,140584.05386791733,138231.62202209825,132813.52734375,130733.98274841032,136483.22596037155,135976.12520439984
1085,187500.0,189020.23865322716,187912.70236768204,190777.17559670872,188084.62109375,175493.69682094967,179844.52800645522,185451.07465781685
159,254900.0,219978.55197746633,223991.3600172692,222742.41641338734,218445.5546875,244808.1811678057,218903.45177439175,223307.13009232527
968,135000.0,139201.42542977768,135637.46583320462,138298.46170230256,137099.453125,141309.30606870496,133756.2298272763,138520.9584776
1260,151000.0,152695.29659474624,151676.11589965652,153497.24139429687,154207.203125,158508.67496745515,149642.45911069692,152970.7642081663
552,112500.0,118779.35800342432,120043.60111072384,118199.72676912579,118941.703125,117074.37646139768,112908.15936286715,117481.42730668942
498,184000.0,204284.87773637596,196574.34824107404,196569.5782554816,187434.3828125,164913.83975394774,159691.9271755152,190679.08804927848
1032,197000.0,227621.7339754583,219357.32126629123,212044.1999391611,222164.64453125,217570.3372587172,212105.34808963272,223404.96764618703
1263,161500.0,137002.28013009139,139906.32317943918,138249.86427652644,137500.4375,155734.7790430855,151403.00322881815,142249.73792157805
1014,85000.0,96292.4901809946,94811.71231494908,94279.55370796987,97430.728515625,85549.81809069315,90374.38853536468,93704.17008683337
1312,203000.0,196190.3858716008,199956.13744718494,201406.05973741773,195715.87109375,202665.9243995456,198528.34326340083,197529.45193983405
567,325000.0,311627.7224159098,319021.1768639261,315658.17940403125,320073.203125,323681.73120639013,308376.7260913476,312752.7492533728
611,313000.0,320331.7295558221,330183.10960932623,335310.36100572476,322098.34375,318403.91816448374,327704.3055444147,321384.42779852945
1279,237000.0,261980.4799259305,262663.87982103106,259074.4700319541,264303.796875,227195.25860147137,259764.259579538,256647.719892481
1264,180500.0,159711.32428830373,162623.67550165424,160068.9569171191,160228.5,176610.87336229498,158561.34450821648,161901.58987448743
817,137000.0,133434.53332631674,134800.03173166787,133533.31083723938,137404.984375,134340.5641129125,135800.67673988407,133988.66165614646
439,90350.0,92722.35333230931,96674.18497857635,91906.28445717963,91449.109375,107602.44330751215,105031.72819412056,97047.18234705215
941,150900.0,180412.2577684884,177827.92919029237,179039.4685234352,181099.6484375,161674.85856092532,175681.64956243295,176903.52580147097
97,214000.0,220637.3677159249,216359.4359344436,219171.5985515616,220167.83984375,203373.40663870636,216286.02575094183,217405.85668627982
561,121500.0,169057.12175540015,167101.57947052605,168033.87324690307,170787.3046875,162087.3701614457,169417.58162640702,168133.33426910537
1183,745000.0,417066.16856602137,406201.29754085577,398170.3650084755,400905.515625,398146.02914386557,413185.9716801375,413684.4843106691
472,190000.0,189251.48290672756,186591.82697160012,185294.6774718503,187545.47265625,194649.3172663019,194677.27837059676,190993.10959737469
1005,181000.0,187179.3388049477,187154.95901966444,185622.6983541351,187639.28125,190139.99436625,194019.9435337723,188829.75360726583
411,60000.0,102970.93232273159,106121.31779733194,100814.43546082781,104504.1953125,97207.79408189663,116115.84440509218,104517.91233086502
964,239000.0,278402.05497574934,269028.6546569736,261677.18904340052,286011.6796875,276296.35581858,256896.0450880236,274234.958213908
583,118500.0,119872.76486067977,120610.31492073301,122147.86804761607,122267.431640625,108642.01750623196,122611.0644758215,118772.2918772916
157,109500.0,111181.99656968589,110733.248581581,110199.14443246418,113125.80859375,110379.20759192955,108066.21474254648,110507.67068425746
595,110000.0,119399.108408972,120243.0512035036,117582.75972258754,118753.5546875,119132.9740299077,118237.62781203592,119152.43613266922
618,105500.0,114121.0049189586,113612.28007496017,113955.5129671446,115384.787109375,109912.09334980752,115749.49599889854,113816.91752468719
448,199900.0,201590.6408450012,202192.44868001112,201530.1567014556,203245.1328125,199839.95957064343,203979.19794535416,201771.9591061274
1206,271900.0,263593.3617026205,266949.76314805204,270388.29648533085,277423.875,248291.5131614813,283720.96796265244,265043.34041499626
862,131500.0,128807.81886813088,125930.87891849116,129929.26954423025,130134.50390625,136441.16133244944,123581.776722137,128950.5323729222
1011,135000.0,132716.50071165495,133755.1279727302,133477.23979254736,134336.1640625,132279.5753456967,127366.3288872274,131692.15783105715
391,119000.0,116472.12166538618,116924.4851251665,116410.41828321006,120075.01171875,127587.52660285037,117799.69320804672,118287.58623994124
1410,215000.0,214923.66405309373,221049.33804322346,223883.58554377017,220429.71875,206778.8764494806,211480.03053961945,213148.93855963164
848,133500.0,130435.27491493529,128601.5782593588,129447.05417925378,132005.125,134252.0003497862,144336.80800707513,133477.2101413248
1285,169000.0,182793.3866999748,178001.46889996753,178639.50744857258,177406.16015625,175188.3347359061,179180.8811580028,181064.84408235096
616,137500.0,140335.61077867195,137552.5180000439,141360.5735800352,138284.48046875,146965.04581213475,143964.28407646008,141928.67504528188
614,147000.0,111889.22486859733,110409.24923222698,111953.30107734459,114872.17578125,103951.1533318308,119165.49628992776,112072.0739164925
1304,232000.0,213709.51032698687,215681.11370268225,218354.13032226323,214649.7890625,224653.95749757934,218346.6157027028,216096.0308448922
487,156000.0,150808.2819269519,148536.12224849372,150102.83061693786,150960.26171875,149954.78626159768,145511.51156034283,149734.45620182055
562,170000.0,159740.8551793032,157184.58984768554,159099.31823375568,161357.78515625,161629.0319708378,159196.04281145392,159910.6852900859
309,82500.0,106640.64359048707,106609.15497098985,107089.00493890862,104659.986328125,102186.7767899317,109129.37447767978,106456.54691702305
462,155000.0,142668.11964142008,140001.72621415404,143445.25113038413,143127.3359375,154273.55343856508,152796.087431617,146136.0718963266
1143,424870.0,399308.10449466296,402060.36327197554,395381.48743307823,430241.65625,409587.5043578817,422140.402353826,404873.1684355809
731,236500.0,274810.0554236177,275226.77927768335,273149.7522389905,264021.91796875,256133.780922684,260208.66076650968,269534.4768097951
1156,218000.0,187610.3251060708,190527.5773293773,189827.25053605458,195194.37890625,206124.3962306838,222722.9283308892,196552.3686681133
1204,213000.0,210074.78822196694,207117.30753265187,208055.99919112556,209475.33203125,212049.8371223771,205986.7305453832,209619.59617666606
701,312500.0,304064.68846520735,305845.99623712775,304341.4863620388,298182.46875,314443.0539405958,323878.8885577836,309100.90705739346
850,187000.0,171017.7021938602,172489.1735903427,173450.42955506797,178191.01171875,172730.26889935788,170767.13864013235,171215.5511426519
1261,181000.0,191496.31706732308,188970.04208865587,189985.85418268363,193728.14453125,191049.7669545372,191746.98316305585,191478.06489147677
788,233000.0,220713.32849494985,217600.1723622597,217853.85866912056,217373.08203125,222316.10947000352,223303.8611367253,221406.64968887507
353,95000.0,90944.10997954884,91603.35197833244,89750.92415681954,94871.48828125,93505.12846365393,94207.1094655026,91894.31312659314
711,52000.0,73296.85385418954,76348.05469210134,78112.97108875233,78024.69140625,78531.35632219816,88608.21757731037,76793.48848847779
125,181000.0,171352.56854031183,165988.72464522268,169588.84675649242,166867.1328125,164172.00919928323,169889.3024838078,170070.83459817688
179,501837.0,443393.59733539005,418272.681805853,443999.5908143222,419211.75,433923.54037452256,442785.5855681589,441940.94889401516
288,88000.0,99355.86965867432,98886.65316624846,99384.42684028827,90210.494140625,98650.79246617563,93764.75471186184,98250.15087075662
1408,112000.0,117469.54130537619,117795.2242622956,116302.47431683369,118124.55078125,109044.00889493234,109993.49007949371,114929.658634096
1209,140000.0,140511.10357419643,142089.94406819204,142005.799311091,143329.98828125,134944.0219972413,135757.41419112848,138866.36569086456
295,167000.0,157148.2735464379,158048.10580706966,156672.00024880856,166815.44921875,168897.66541547043,181868.7134804972,163261.4800521917
328,145250.0,141852.78221518185,142104.91082770214,142207.26430040487,142302.62109375,148746.12224314644,139254.5738710803,142363.2140033099
1457,210000.0,191807.99760840836,199530.74832380877,199822.35208438727,200339.5390625,205092.68885585468,215237.28096819943,197906.7309131998
842,157500.0,138791.39399331054,142138.0678867069,137313.09722050338,141902.90625,148579.08444866326,136725.63100885885,139808.14948950015
1122,212900.0,214708.47691860943,214663.87918360927,217109.1942031111,214165.65625,225609.5755726406,211655.9193013235,215705.663378504
932,117500.0,123929.13015486141,124920.02833451863,124356.80301263288,125007.14453125,118856.78052159063,118105.77580415862,122162.16062337851
237,185500.0,170322.19168273863,169939.57788664373,168361.7837148985,183498.19921875,190082.1538078814,190995.43028510665,176843.66471790127
89,85000.0,67094.47449370437,63571.43284816382,62887.54185793838,70752.54296875,58665.29435285504,79869.94253072969,68196.83526669294
887,145000.0,162600.4660800571,162679.64841238598,162067.10013248693,168638.18359375,147641.10399981955,156469.46223965377,159375.73293286428
553,255500.0,272576.3396369682,271166.2055476738,266330.57909358694,269290.8125,272846.2802950206,276463.24078082707,273313.78937048913
631,124000.0,115397.37107827232,113472.30846852361,114872.46821189916,113026.140625,106174.787650257,116941.8072664066,114366.99913744879
1353,134900.0,121465.06069695111,125225.8333670425,125801.24275536147,125226.083984375,136655.9992694059,118099.2676194874,123014.39667341576
